requirement_id,equipment_id,discipline,parameter_key,value_text,value_number,unit,datum,value_origin,status,source_id,source_locator,blocks_release,notes
REQ-0258,DW-W05,ARCH,host_relation,HOSTED,,,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0259,DW-W05,ARCH,sill_or_threshold_z,,710.000000,mm,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0260,DW-W06,ARCH,nominal_width,,430,mm,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0261,DW-W06,ARCH,nominal_height,,1780,mm,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0262,DW-W06,ARCH,operation_type,SINGLE_PANEL,,,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0263,DW-W06,ARCH,host_relation,HOSTED,,,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0264,DW-W06,ARCH,sill_or_threshold_z,,670.000000,mm,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0265,DW-W07,ARCH,nominal_width,,680,mm,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0266,DW-W07,ARCH,nominal_height,,1780,mm,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0267,DW-W07,ARCH,operation_type,DOUBLE_PANEL_HORIZONTAL,,,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0268,DW-W07,ARCH,host_relation,HOSTED,,,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0269,DW-W07,ARCH,sill_or_threshold_z,,670.000000,mm,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0270,DW-W08,ARCH,nominal_width,,2490,mm,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0271,DW-W08,ARCH,nominal_height,,1780,mm,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0272,DW-W08,ARCH,operation_type,TRIPLE_PANEL_RIGHT,,,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0273,DW-W08,ARCH,host_relation,HOSTED,,,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0274,DW-W08,ARCH,sill_or_threshold_z,,670.000000,mm,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0275,DW-W09,ARCH,nominal_width,,1180,mm,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0276,DW-W09,ARCH,nominal_height,,1720,mm,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0277,DW-W09,ARCH,operation_type,TRIPLE_PANEL_LEFT,,,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0278,DW-W09,ARCH,host_relation,HOSTED,,,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0279,DW-W09,ARCH,sill_or_threshold_z,,680.000000,mm,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0280,DW-W10,ARCH,nominal_width,,1180,mm,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0281,DW-W10,ARCH,nominal_height,,1720,mm,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0282,DW-W10,ARCH,operation_type,TRIPLE_PANEL_LEFT,,,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0283,DW-W10,ARCH,host_relation,HOSTED,,,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0284,DW-W10,ARCH,sill_or_threshold_z,,680.000000,mm,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0285,DW-W11,ARCH,nominal_width,,1500,mm,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0286,DW-W11,ARCH,nominal_height,,1340,mm,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0287,DW-W11,ARCH,operation_type,DOUBLE_PANEL_VERTICAL,,,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0288,DW-W11,ARCH,host_relation,HOSTED,,,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0289,DW-W11,ARCH,sill_or_threshold_z,,1080.000000,mm,,ifc_observed,observed,IFC-FORMAL-001,,no,
REQ-0290,HVAC-001,HVAC/PLUM,nominal_body_width,,700,mm,,official_model_family,candidate,RCP1-HVAC-IFACE-001,,no,
REQ-0291,HVAC-001,HVAC/PLUM,nominal_body_depth,,447,mm,,official_model_family,candidate,RCP1-HVAC-IFACE-001,,no,
REQ-0292,HVAC-001,HVAC/PLUM,nominal_body_height,,192,mm,,official_model_family,candidate,RCP1-HVAC-IFACE-001,,no,
REQ-0293,HVAC-001,HVAC/PLUM,capacity_group,18-50,,,,official_model_family,candidate,RCP1-HVAC-IFACE-001,,no,
REQ-0294,HVAC-001,HVAC/PLUM,gas_pipe_od,,12.7,mm,,official_model_family,candidate,RCP1-HVAC-IFACE-001,,no,
REQ-0295,HVAC-001,HVAC/PLUM,liquid_pipe_od,,6.35,mm,,official_model_family,candidate,RCP1-HVAC-IFACE-001,,no,
REQ-0296,HVAC-001,HVAC/PLUM,drain_pipe_od,,32,mm,,official_model_family,candidate,RCP1-HVAC-IFACE-001,,no,
REQ-0297,HVAC-001,HVAC/PLUM,drain_slope_min,1/100,,,,official_model_family,candidate,RCP1-HVAC-IFACE-001,,no,
REQ-0298,HVAC-001,HVAC/PLUM,drain_slope_max,1/25,,,,official_model_family,candidate,RCP1-HVAC-IFACE-001,,no,
REQ-0299,HVAC-001,HVAC/PLUM,connection_side_basis,equipment_local_positive_x_existing_connector_geometry,,,,official_model_family,candidate,RCP1-HVAC-IFACE-001,,no,
REQ-0300,HVAC-001,HVAC/PLUM,port_coordinate_status,diagram_available_variant_selection_pending,,,,official_model_family,candidate,RCP1-HVAC-IFACE-001,,no,
REQ-0301,HVAC-002,HVAC/PLUM,nominal_body_width,,700,mm,,official_model_family,candidate,RCP1-HVAC-IFACE-002,,no,
REQ-0302,HVAC-002,HVAC/PLUM,nominal_body_depth,,447,mm,,official_model_family,candidate,RCP1-HVAC-IFACE-002,,no,
REQ-0303,HVAC-002,HVAC/PLUM,nominal_body_height,,192,mm,,official_model_family,candidate,RCP1-HVAC-IFACE-002,,no,
REQ-0304,HVAC-002,HVAC/PLUM,capacity_group,18-50,,,,official_model_family,candidate,RCP1-HVAC-IFACE-002,,no,
REQ-0305,HVAC-002,HVAC/PLUM,gas_pipe_od,,12.7,mm,,official_model_family,candidate,RCP1-HVAC-IFACE-002,,no,
REQ-0306,HVAC-002,HVAC/PLUM,liquid_pipe_od,,6.35,mm,,official_model_family,candidate,RCP1-HVAC-IFACE-002,,no,
REQ-0307,HVAC-002,HVAC/PLUM,drain_pipe_od,,32,mm,,official_model_family,candidate,RCP1-HVAC-IFACE-002,,no,
REQ-0308,HVAC-002,HVAC/PLUM,drain_slope_min,1/100,,,,official_model_family,candidate,RCP1-HVAC-IFACE-002,,no,
REQ-0309,HVAC-002,HVAC/PLUM,drain_slope_max,1/25,,,,official_model_family,candidate,RCP1-HVAC-IFACE-002,,no,
REQ-0310,HVAC-002,HVAC/PLUM,connection_side_basis,equipment_local_positive_x_existing_connector_geometry,,,,official_model_family,candidate,RCP1-HVAC-IFACE-002,,no,
REQ-0311,HVAC-002,HVAC/PLUM,port_coordinate_status,diagram_available_variant_selection_pending,,,,official_model_family,candidate,RCP1-HVAC-IFACE-002,,no,
REQ-0312,HVAC-003,HVAC/PLUM,nominal_body_width,,1180,mm,,official_model_family,candidate,RCP1-HVAC-IFACE-003,,no,
REQ-0313,HVAC-003,HVAC/PLUM,nominal_body_depth,,447,mm,,official_model_family,candidate,RCP1-HVAC-IFACE-003,,no,
REQ-0314,HVAC-003,HVAC/PLUM,nominal_body_height,,192,mm,,official_model_family,candidate,RCP1-HVAC-IFACE-003,,no,
REQ-0315,HVAC-003,HVAC/PLUM,capacity_group,63-71,,,,official_model_family,candidate,RCP1-HVAC-IFACE-003,,no,
REQ-0316,HVAC-003,HVAC/PLUM,gas_pipe_od,,,mm,,official_model_family,pending,RCP1-HVAC-IFACE-003,,yes,
REQ-0317,HVAC-003,HVAC/PLUM,liquid_pipe_od,,,mm,,official_model_family,pending,RCP1-HVAC-IFACE-003,,yes,
REQ-0318,HVAC-003,HVAC/PLUM,drain_pipe_od,,,mm,,official_model_family,pending,RCP1-HVAC-IFACE-003,,yes,
REQ-0319,HVAC-003,HVAC/PLUM,drain_slope_min,,,,,official_model_family,pending,RCP1-HVAC-IFACE-003,,yes,
REQ-0320,HVAC-003,HVAC/PLUM,drain_slope_max,,,,,official_model_family,pending,RCP1-HVAC-IFACE-003,,yes,
REQ-0321,HVAC-003,HVAC/PLUM,connection_side_basis,unresolved,,,,official_model_family,candidate,RCP1-HVAC-IFACE-003,,no,
REQ-0322,HVAC-003,HVAC/PLUM,port_coordinate_status,unresolved_exact_model_required,,,,official_model_family,candidate,RCP1-HVAC-IFACE-003,,no,
REQ-0323,HVAC-004,HVAC/PLUM,nominal_body_width,,,mm,,project_candidate,pending,RCP1-HVAC-IFACE-004,,yes,
REQ-0324,HVAC-004,HVAC/PLUM,nominal_body_depth,,,mm,,project_candidate,pending,RCP1-HVAC-IFACE-004,,yes,
REQ-0325,HVAC-004,HVAC/PLUM,nominal_body_height,,,mm,,project_candidate,pending,RCP1-HVAC-IFACE-004,,yes,
REQ-0326,HVAC-004,HVAC/PLUM,capacity_group,,,,,project_candidate,pending,RCP1-HVAC-IFACE-004,,yes,
REQ-0327,HVAC-004,HVAC/PLUM,gas_pipe_od,,,mm,,project_candidate,pending,RCP1-HVAC-IFACE-004,,yes,
REQ-0328,HVAC-004,HVAC/PLUM,liquid_pipe_od,,,mm,,project_candidate,pending,RCP1-HVAC-IFACE-004,,yes,
REQ-0329,HVAC-004,HVAC/PLUM,drain_pipe_od,,,mm,,project_candidate,pending,RCP1-HVAC-IFACE-004,,yes,
REQ-0330,HVAC-004,HVAC/PLUM,drain_slope_min,,,,,project_candidate,pending,RCP1-HVAC-IFACE-004,,yes,
REQ-0331,HVAC-004,HVAC/PLUM,drain_slope_max,,,,,project_candidate,pending,RCP1-HVAC-IFACE-004,,yes,
REQ-0332,HVAC-004,HVAC/PLUM,connection_side_basis,unresolved,,,,project_candidate,candidate,RCP1-HVAC-IFACE-004,,no,
REQ-0333,HVAC-004,HVAC/PLUM,port_coordinate_status,formal_ifc_identity_required,,,,project_candidate,candidate,RCP1-HVAC-IFACE-004,,no,
REQ-0334,APP-001,ELEC,candidate_power_min,,1500,W,,project_candidate,candidate,,,yes,常见值仅用于回路容量情景，不代表已选产品
REQ-0335,APP-001,ELEC,candidate_power_max,,2200,W,,project_candidate,candidate,,,yes,常见值仅用于回路容量情景，不代表已选产品
REQ-0336,APP-002,ELEC,candidate_power_min,,300,W,,project_candidate,candidate,,,yes,常见值仅用于回路容量情景，不代表已选产品
REQ-0337,APP-002,ELEC,candidate_power_max,,1200,W,,project_candidate,candidate,,,yes,常见值仅用于回路容量情景，不代表已选产品
REQ-0338,APP-003,ELEC,candidate_power_min,,800,W,,project_candidate,candidate,,,yes,常见值仅用于回路容量情景，不代表已选产品
REQ-0339,APP-003,ELEC,candidate_power_max,,1500,W,,project_candidate,candidate,,,yes,常见值仅用于回路容量情景，不代表已选产品
REQ-0340,APP-004,ELEC,candidate_power_min,,1200,W,,project_candidate,candidate,,,yes,常见值仅用于回路容量情景，不代表已选产品
REQ-0341,APP-004,ELEC,candidate_power_max,,1800,W,,project_candidate,candidate,,,yes,常见值仅用于回路容量情景，不代表已选产品
REQ-0342,APP-005,ELEC,candidate_power_min,,1000,W,,project_candidate,candidate,,,yes,常见值仅用于回路容量情景，不代表已选产品
REQ-0343,APP-005,ELEC,candidate_power_max,,1800,W,,project_candidate,candidate,,,yes,常见值仅用于回路容量情景，不代表已选产品
REQ-0344,APP-006,ELEC,candidate_power_min,,150,W,,project_candidate,candidate,,,yes,常见值仅用于回路容量情景，不代表已选产品
REQ-0345,APP-006,ELEC,candidate_power_max,,400,W,,project_candidate,candidate,,,yes,常见值仅用于回路容量情景，不代表已选产品
REQ-0346,FURIFC-031,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-ac1af453d928,,no,类型与 VVD 中 600×767×888 mm 几何共同识别为岛台固定柜体单元 | confidence=0.99
REQ-0347,FURIFC-062,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-facd5fffb5d0,,no,类型与 VVD 中 600×767×693 mm 几何共同识别为岛台固定柜体单元 | confidence=0.99
REQ-0348,FURIFC-033,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-2a281d2df076,,no,类型与 KITCHEN 中 617×1200×888 mm 几何共同识别为固定地柜 | confidence=0.99
REQ-0349,FURIFC-016,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-b86cabfea99b,,no,类型与 KITCHEN 中 617×450×888 mm 几何共同识别为固定地柜 | confidence=0.99
REQ-0350,FURIFC-053,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-8d16f63cd607,,no,类型与 KITCHEN 中 617×900×888 mm 几何共同识别为固定地柜 | confidence=0.99
REQ-0351,FURIFC-020,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-9fc483e31a2a,,no,类型与 KITCHEN 中 1100×750×888 mm 几何共同识别为固定转角柜单元 | confidence=0.99
REQ-0352,FURIFC-039,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-707aa17747d8,,no,类型与 VVD 中 1200×331×693 mm 几何共同识别为岛台固定柜体单元 | confidence=0.99
REQ-0353,FURIFC-057,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-777685e49639,,no,类型与 KITCHEN 中 1200×717×888 mm 几何共同识别为固定地柜 | confidence=0.99
REQ-0354,FURIFC-017,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-4f435c4b8701,,no,类型与 KITCHEN 中 450×717×888 mm 几何共同识别为固定地柜 | confidence=0.99
REQ-0355,FURIFC-051,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-c54be9a54d2f,,no,类型与 KITCHEN 中 900×717×888 mm 几何共同识别为固定地柜 | confidence=0.99
REQ-0356,FURIFC-058,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-ee3c462e0a75,,no,类型与 VVD 中 617×600×2383 mm 全高几何共同识别为固定高柜 | confidence=0.99
REQ-0357,FURIFC-040,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-76c64e8de6b5,,no,类型与 VVD 中 600×19×587 mm 薄板几何共同识别为固定柜门板 | confidence=0.99
REQ-0358,FURIFC-055,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-3bf990fecc5c,,no,类型、VVD 容器与 617×600×1523 mm 柜体包络共同证明安装位置受控 | confidence=0.99
REQ-0359,FURIFC-056,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-285701a98ac5,,no,类型、VVD 容器与 617×600×860 mm 柜体包络共同证明安装位置受控 | confidence=0.99
REQ-0360,FURIFC-012,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-0b252fa6a7af,,no,类型、VVD 容器与 617×600×1523 mm 柜体包络共同证明安装位置受控 | confidence=0.99
REQ-0361,FURIFC-047,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-29655a725411,,no,类型、VVD 容器与 617×600×860 mm 柜体包络共同证明安装位置受控 | confidence=0.99
REQ-0362,FURIFC-042,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-480b2e28aff0,,no,类型、NBW 容器与 670×30×2365 mm 全高薄板几何共同识别为固定板件 | confidence=0.99
REQ-0363,FURIFC-044,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-81479cf0c9fe,,no,类型、NBW 容器与 520×100×2400 mm 全高几何共同识别为固定板件 | confidence=0.99
REQ-0364,FURIFC-054,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-4a1237247c6a,,no,用户确认 H08 为柜子把手并固定安装 | confidence=1.00
REQ-0365,FURIFC-064,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-5d81a30c45ba,,no,与已确认 H08 同系列且具有相同 55×48×2323 mm 柜门把手几何 | confidence=0.99
REQ-0366,FURIFC-029,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-710779d5e112,,no,类型、KITCHEN 容器与 47×47×50 mm 五金几何共同识别为固定柜体五金 | confidence=0.99
REQ-0367,FURIFC-010,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-44dc573a968b,,no,类型、KITCHEN 容器与 78×80×50 mm 五金几何共同识别为固定柜体五金 | confidence=0.99
REQ-0368,FURIFC-008,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-1e42d0dee4f3,,no,类型、KITCHEN 容器与 1200×47×50 mm 条状几何共同识别为固定柜体五金 | confidence=0.99
REQ-0369,FURIFC-046,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-f6a7a110e14f,,no,类型、KITCHEN 容器与 450×47×50 mm 条状几何共同识别为固定柜体五金 | confidence=0.99
REQ-0370,FURIFC-009,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-2adec8773b7b,,no,类型、KITCHEN 容器与 600×47×50 mm 条状几何共同识别为固定柜体五金 | confidence=0.99
REQ-0371,FURIFC-037,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-2d622a9790d3,,no,类型、KITCHEN 容器与 900×47×50 mm 条状几何共同识别为固定柜体五金 | confidence=0.99
REQ-0372,FURIFC-014,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-da2263c37835,,no,类型、BATHM 容器与 826×1685×999 mm 几何共同识别为主卫固定柜体 | confidence=0.99
REQ-0373,FURIFC-060,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-8dfd30236337,,no,类型、VVD 容器与 53×30×2323 mm 全高条状几何共同识别为固定柜体五金 | confidence=0.99
REQ-0374,FURIFC-063,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-033ca04bbd17,,no,类型、VVD 容器与 55×360×2323 mm 全高几何共同识别为固定柜体部件 | confidence=0.99
REQ-0375,FURIFC-027,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-93cc989216af,,no,IfcFurnitureType.SHELF、KITCHEN 容器与 1342×337×2400 mm 全高层架几何共同证明固定安装 | confidence=0.99
REQ-0376,FURIFC-007,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-d65509fd42c3,,no,类型、VVD 容器与 617×300×2383 mm 全高几何共同识别为固定柜体板件 | confidence=0.99
REQ-0377,FURIFC-023,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-f6d5349c02e3,,no,类型、VVD 容器与 1200×300×179 mm 几何共同识别为固定柜体内部单元 | confidence=0.99
REQ-0378,FURIFC-026,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-b9971d78f419,,no,类型、VVD 容器与 600×300×179 mm 几何共同识别为固定柜体内部单元 | confidence=0.99
REQ-0379,FURIFC-045,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-b69eaad9f039,,no,类型、VVD 容器与 16 mm 薄板几何共同识别为固定柜体侧板 | confidence=0.99
REQ-0380,FURIFC-052,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-6a08a071fa9e,,no,类型、VVD 容器与 16 mm 薄板几何共同识别为固定柜体侧板 | confidence=0.99
REQ-0381,FURIFC-032,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-6deab3f093e7,,no,用户确认 SB03 为柜子侧板并固定安装 | confidence=1.00
REQ-0382,FURIFC-061,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-d440237eebf7,,no,IfcFurnitureType.SHELF、LIVING 容器与 203×839×2146 mm 全高层架几何共同证明固定安装 | confidence=0.99
REQ-0383,FURIFC-050,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-303704981d05,,no,类型、KITCHEN 容器与 369×1962×722 mm 高位柜体几何共同证明固定安装 | confidence=0.99
REQ-0384,FURIFC-021,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-14ae5ab8677c,,no,用户确认 SKI03 为柜子踢脚板并固定安装 | confidence=1.00
REQ-0385,FURIFC-018,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-90aa3e70bc89,,no,与已确认 SKI03 同系列且具有 2400×16×60 mm 踢脚板几何 | confidence=0.99
REQ-0386,FURIFC-043,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-81e2a3340e3c,,no,类型、KITCHEN 容器与 1100×750×60 mm 薄板几何共同识别为固定柜体板件 | confidence=0.99
REQ-0387,FURIFC-019,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-f38485b1b36b,,no,类型、BEDM 容器与 674×1203×2390 mm 全高几何共同识别为固定衣柜单元 | confidence=0.99
REQ-0388,FURIFC-036,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-aea62f5752cb,,no,类型、BEDM 容器与 674×603×2390 mm 全高几何共同识别为固定衣柜单元 | confidence=0.99
REQ-0389,FURIFC-059,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-a5ac9900ee5a,,no,类型、LIVING 容器与 628×600×2393 mm 全高几何共同识别为固定柜体单元 | confidence=0.99
REQ-0390,FURIFC-013,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-29240b0b53cb,,no,类型、BEDG 容器与 1313×586×2390 mm 全高几何共同识别为固定衣柜单元 | confidence=0.99
REQ-0391,FURIFC-011,INT1,installation_role,loose_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-dba93f7d76bf,,no,类型、BEDM 容器与 399×399×450 mm 几何共同识别为活动床头柜 | confidence=0.99
REQ-0392,FURIFC-030,INT1,installation_role,loose_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-53bbe15616e1,,no,类型、BEDM 容器与 578×560×250 mm 几何共同识别为活动床头柜 | confidence=0.99
REQ-0393,FURIFC-028,INT1,installation_role,loose_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-8b2b41684309,,no,类型、BEDG 容器与 462×462×466 mm 几何共同识别为活动床头柜 | confidence=0.99
REQ-0394,FURIFC-001,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-2e0c7dfb150a,,no,对象名 505 UP V1.LP.S、LIVING 容器与 2912×436×2380 mm 全高柜体几何共同证明固定安装 | confidence=0.99
REQ-0395,FURIFC-003,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-34648f4c3ff7,,no,对象名 VVD Island worktop board 明确为岛台固定台面板 | confidence=1.00
REQ-0396,FURIFC-002,INT1,installation_role,fixed_furniture,,,,project_candidate,confirmed,FUR-ROLE-SRC-2a7cfd77b897,,no,对象名 VVD Island Inner Sideboard 明确为岛台固定侧板 | confidence=1.00
REQ-0397,HVAC-003,HVAC,hanger_centre_width,,1220,mm,,official_model_family,candidate,RCP1-HVAC-IFACE-003,印刷页12,no,RPIZ-18~71*LN5Q* 通配型号族；用于吊顶内协调，最终吊装仍须厂家审批
REQ-0398,HVAC-003,HVAC,hanger_centre_depth,,410,mm,,official_model_family,candidate,RCP1-HVAC-IFACE-003,印刷页12,no,RPIZ-18~71*LN5Q* 通配型号族
REQ-0399,HVAC-003,HVAC,return_air_opening_width,,1029,mm,,official_model_family,candidate,RCP1-HVAC-IFACE-003,印刷页12,no,回风口候选净开口；不得代替现场风管深化
REQ-0400,HVAC-003,HVAC,return_air_opening_height,,171,mm,,official_model_family,candidate,RCP1-HVAC-IFACE-003,印刷页12,no,回风口候选净开口；不得代替现场风管深化
REQ-0401,HVAC-003,HVAC,supply_air_opening_width,,1020,mm,,official_model_family,candidate,RCP1-HVAC-IFACE-003,印刷页12,no,送风口候选净开口；不得代替现场风管深化
REQ-0402,HVAC-003,HVAC,supply_air_opening_height,,130,mm,,official_model_family,candidate,RCP1-HVAC-IFACE-003,印刷页12,no,送风口候选净开口；不得代替现场风管深化
REQ-0403,HVAC-003,HVAC,service_access_width_min,,450,mm,,official_model_family,candidate,RCP1-HVAC-IFACE-003,印刷页12,no,电控箱侧检修口最小值；接管侧仍未关闭
REQ-0404,HVAC-003,HVAC,service_access_height_min,,450,mm,,official_model_family,candidate,RCP1-HVAC-IFACE-003,印刷页12,no,电控箱侧检修口最小值；不可拆吊顶还须保证机下检修
REQ-0405,HVAC-003,HVAC,supply_duct_length_min,,1000,mm,,official_model_family,candidate,RCP1-HVAC-IFACE-003,印刷页13,no,送风端连接不少于 1 m 风管
REQ-0406,HVAC-003,HVAC,return_duct_length_min,,1000,mm,,official_model_family,candidate,RCP1-HVAC-IFACE-003,印刷页13,no,回风端连接不少于 1 m 风管
REQ-0407,HVAC-003,HVAC,hanger_bolt_spec,W3/8 or M10,,,,official_model_family,candidate,RCP1-HVAC-IFACE-003,印刷页13,no,仅确认螺栓规格；锚固和荷载须按结构及厂家要求
REQ-0408,SAN-GEB-001,PLUM,electronic_component_code,245.963.00.1,,,,site_observed,observed,GEB-PHOTO-146361-ELEC-001,包装标签,no,Nuna V Combo 电子部件收货身份
REQ-0409,SAN-GEB-001,PLUM,ceramic_component_code,245.964.00.1,,,,site_observed,observed,GEB-PHOTO-146361-CERAMIC-001,包装标签,no,Nuna V Combo 陶瓷体收货身份
REQ-0410,SAN-014,PLUM,concealed_cistern_depth,,120,mm,,official_exact_model,confirmed,GEB-OFFICIAL-224212-001,PDF 第10页／印刷页11,no,精确 SKU 224.212.00.2
REQ-0411,SAN-014,PLUM,frame_height,,1120,mm,,official_exact_model,confirmed,GEB-OFFICIAL-224212-001,PDF 第10页／印刷页11,no,精确 SKU 224.212.00.2
REQ-0412,SAN-014,PLUM,full_flush_volume,,5,L,,official_exact_model,confirmed,GEB-OFFICIAL-224212-001,PDF 第10页／印刷页11,no,出厂设置
REQ-0413,SAN-014,PLUM,reduced_flush_volume,,3.5,L,,official_exact_model,confirmed,GEB-OFFICIAL-224212-001,PDF 第10页／印刷页11,no,出厂设置
REQ-0414,DRAIN-GEB-002,PLUM,outlet_nominal_diameter,,50,mm,,official_exact_model,confirmed,GEB-OFFICIAL-154150-001,官方产品页,no,CleanLine 安装套件 DN50/Ø50
REQ-0415,DRAIN-GEB-004,PLUM,grating_width,,100,mm,,site_observed,observed,GEB-PHOTO-388013-001,包装标签,no,标签 10x10；安装开孔待官方说明书
REQ-0416,DRAIN-GEB-004,PLUM,grating_depth,,100,mm,,site_observed,observed,GEB-PHOTO-388013-001,包装标签,no,标签 10x10；安装开孔待官方说明书
REQ-0417,DRAIN-GEB-004,PLUM,outlet_nominal_diameter,,50,mm,,official_exact_model,confirmed,GEB-OFFICIAL-388013-001,官方产品页,no,DN50/Ø50
